Item Number ,Description 1 ,Type ,Trans ,ID ,Tran Date ,Time ,Date ,Op ,OP Desc ,Work Ctr ,WC Name ,Department ,Dept Name ,Milestone ,Shift ,Employee ,Site ,Line ,Qty Completed ,Std Run ,Act Run ,User ID 
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,302","4,543,037",6/7/2023,15:56:25,6/7/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,2,,984,TIL,27,0.005,0.135,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,303","4,543,037",6/7/2023,15:56:25,6/7/2023,"13,499","ASB BUSHINGS,PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,2,,984,TIL,27,0.005,0.135,rpauser
1663013,780B KNUCKLE BRKT ASB RH,BACKFLSH,"2,469,304","4,543,038",6/7/2023,15:57:15,6/7/2023,500,ASB BUSHING & PACK,"3,657",P3 TAPER INSERT ASB,"7,217",Toyota Knuckle Mach Asy,yes,2,8921,984,TIL,104,0.00415,0.432,rpauser
1663014,780B KNUCKLE BRKT ASB LH,BACKFLSH,"2,469,305","4,543,039",6/7/2023,15:58:04,6/7/2023,500,ASB BUSHING & PACK,"3,657",P3 TAPER INSERT ASB,"7,217",Toyota Knuckle Mach Asy,yes,2,8921,984,TIL,104,0.00415,0.432,rpauser
1273099-01,P708 KNUCKLE UBJ ASB,BACKFLSH,"2,469,306","4,544,076",6/7/2023,15:58:54,6/7/2023,535,ASB PROT & PACK,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,yes,2,8921,984,TIL,"1,148.00",0.00255,2.927,rpauser
1273099-01,P708 KNUCKLE UBJ ASB,BACKFLSH,"2,469,307","4,544,076",6/7/2023,15:58:54,6/7/2023,520,ASB BALLJOINT,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,no,2,,984,TIL,"1,148.00",0.00255,2.927,rpauser
22397,P708 TBR BJ STUD MACH'D,BACKFLSH,"2,469,308","4,544,151",6/7/2023,15:59:43,6/7/2023,400,MACHINE COMPLETE,"1,637",P3 STUD DOOSAN MACH,"7,329",KA/DR/T1/CD4 Stud Mach,no,2,8921,984,til,594,0.00537,3.19,rpauser
1272106,P708 KNUCKLE LBJ MACH'D,BACKFLSH,"2,469,381","4,543,852",6/7/2023,23:21:51,6/7/2023,400,"MACH ID, OD SEAL GROOVE","1,639",P3 OKUMA 2SP 150H BJ MCH,"7,218",P708 Shell Machining,yes,3,8921,984,til,335,0.0046,1.541,rpauser
1272105,P708 KNUCKLE BJ MACH'D,BACKFLSH,"2,469,380","4,543,016",6/7/2023,23:20:58,6/7/2023,400,"MACH ID, OD SEAL GROOVE","1,639",P3 OKUMA 2SP 150H BJ MCH,"7,218",P708 Shell Machining,yes,3,8921,984,TIL,899,0.0046,4.135,rpauser
22384,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,469,382","4,543,017",6/7/2023,23:22:43,6/7/2023,410,"IND HRDN,TMPR","1,631",P3 BALL STUD IH & TEMPER,"7,429",BMW Stud Mach/Ind Hrdn,yes,3,8921,984,TIL,"2,291.00",0.00455,10.424,rpauser
22384,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,469,383","4,543,017",6/7/2023,23:22:43,6/7/2023,404,TURN & BURN,"1,629",P3 BALL STUD TURN/BURN,"7,429",BMW Stud Mach/Ind Hrdn,no,3,,984,TIL,"2,291.00",0,0,rpauser
22384,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,469,384","4,543,017",6/7/2023,23:22:43,6/7/2023,405,THREAD,"1,630",P3 BALL STUD THREAD,"7,429",BMW Stud Mach/Ind Hrdn,no,3,,984,TIL,"2,291.00",0,0,rpauser
1653273,G05 FLTA BJ ASB LH,BACKFLSH,"2,469,385","4,543,019",6/7/2023,23:23:35,6/7/2023,510,"ASB BJ, PROT","3,556","P3ASB DIAL-DS,BMW F15(D3","7,208",BMW Assembly,yes,3,8921,984,TIL,836,0.0039,3.26,rpauser
23411,"P708 STUD MACH'D, IH",BACKFLSH,"2,469,386","4,544,158",6/7/2023,23:24:29,6/7/2023,404,TURN & BURN,"1,632",P3 ETA TB076 TURN/BURN,"7,329",KA/DR/T1/CD4 Stud Mach,yes,3,8921,984,til,418,0,0,rpauser
23411,"P708 STUD MACH'D, IH",BACKFLSH,"2,469,387","4,544,158",6/7/2023,23:24:29,6/7/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,3,,984,til,418,0.00656,2.742,rpauser
23412,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,388","4,543,022",6/7/2023,23:25:22,6/7/2023,404,TURN & BURN,"1,632",P3 ETA TB076 TURN/BURN,"7,329",KA/DR/T1/CD4 Stud Mach,yes,3,8921,984,TIL,165,0,0,rpauser
23412,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,389","4,543,022",6/7/2023,23:25:22,6/7/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,3,,984,TIL,165,0.00546,0.901,rpauser
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,391","4,543,367",6/7/2023,23:26:14,6/7/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,3,,984,TIL,706,0.00656,4.631,rpauser
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,390","4,543,367",6/7/2023,23:26:14,6/7/2023,404,TURN & BURN,"1,632",P3 ETA TB076 TURN/BURN,"7,329",KA/DR/T1/CD4 Stud Mach,yes,3,8921,984,TIL,706,0,0,rpauser
23411,"P708 STUD MACH'D, IH",BACKFLSH,"2,469,392","4,544,158",6/7/2023,23:27:07,6/7/2023,410,"IND HRDN,TMPR","1,635",P3 BALL STUD IH&EDDY C,"7,329",KA/DR/T1/CD4 Stud Mach,yes,3,8921,984,til,3,0.00314,0.009,rpauser
22397,P708 TBR BJ STUD MACH'D,BACKFLSH,"2,469,393","4,544,151",6/7/2023,23:27:59,6/7/2023,405,THREAD,"2,020",P3 IZPE AUTO THREADER,"7,329",KA/DR/T1/CD4 Stud Mach,yes,3,8921,984,til,"3,222.00",0,0,rpauser
23411,"P708 STUD MACH'D, IH",BACKFLSH,"2,469,394","4,544,158",6/7/2023,23:28:52,6/7/2023,405,THREAD,"2,020",P3 IZPE AUTO THREADER,"7,329",KA/DR/T1/CD4 Stud Mach,yes,3,8921,984,til,225,0,0,rpauser
1273105-01,P708 KNUCKLE LBJ ASB,BACKFLSH,"2,469,395","4,543,368",6/7/2023,23:29:44,6/7/2023,535,ASB PROT & PACK,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,yes,3,8921,984,TIL,"1,407.00",0.00255,3.588,rpauser
1273105-01,P708 KNUCKLE LBJ ASB,BACKFLSH,"2,469,396","4,543,368",6/7/2023,23:29:44,6/7/2023,520,ASB BALLJOINT,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,no,3,,984,TIL,"1,407.00",0.00255,3.588,rpauser
22384,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,469,397","4,543,017",6/7/2023,23:30:37,6/7/2023,400,"MACHINE,THREAD,","1,628",P3 BALL STUD RGH MACH'G,"7,429",BMW Stud Mach/Ind Hrdn,yes,3,8921,984,TIL,"2,632.00",0.00883,23.241,rpauser
1682199,G05 FLCA MACH'D LH,BACKFLSH,"2,469,398","4,543,024",6/7/2023,23:31:30,6/7/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,3,8921,984,TIL,360,0.01006,3.622,rpauser
1682199,G05 FLCA MACH'D LH,BACKFLSH,"2,469,399","4,543,024",6/7/2023,23:31:30,6/7/2023,399,MACH'G LBR,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,3,,984,TIL,360,0.00503,1.811,rpauser
1682200,G05 FLCA MACH'D RH,BACKFLSH,"2,469,400","4,543,025",6/7/2023,23:32:22,6/7/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,3,8921,984,TIL,360,0.01006,3.622,rpauser
1682200,G05 FLCA MACH'D RH,BACKFLSH,"2,469,401","4,543,025",6/7/2023,23:32:22,6/7/2023,399,MACH'G LBR,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,3,,984,TIL,360,0.00503,1.811,rpauser
1652273,G05 FLTA MACH'D LH,BACKFLSH,"2,469,402","4,543,026",6/7/2023,23:33:15,6/7/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,3,8921,984,TIL,488,0.00836,4.08,rpauser
1652273,G05 FLTA MACH'D LH,BACKFLSH,"2,469,403","4,543,026",6/7/2023,23:33:15,6/7/2023,399,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,3,,984,TIL,488,0.00418,2.04,rpauser
1652274,G05 FLTA MACH'D RH,BACKFLSH,"2,469,404","4,543,027",6/7/2023,23:34:07,6/7/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,3,8921,984,TIL,488,0.00836,4.08,rpauser
1652274,G05 FLTA MACH'D RH,BACKFLSH,"2,469,405","4,543,027",6/7/2023,23:34:07,6/7/2023,399,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,3,,984,TIL,488,0.00418,2.04,rpauser
1662013,780B KNCKLE BRKT MACH RH,BACKFLSH,"2,469,406","4,543,028",6/7/2023,23:34:59,6/7/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,3,8921,984,TIL,135,0.01196,1.615,rpauser
1662014,780B KNCKLE BRKT MACH LH,BACKFLSH,"2,469,407","4,543,029",6/7/2023,23:35:52,6/7/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,3,8921,984,TIL,135,0.01196,1.615,rpauser
1662013,780B KNCKLE BRKT MACH RH,BACKFLSH,"2,469,408","4,543,028",6/7/2023,23:36:45,6/7/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,3,8921,984,TIL,135,0.01196,1.615,rpauser
1662014,780B KNCKLE BRKT MACH LH,BACKFLSH,"2,469,409","4,543,029",6/7/2023,23:37:37,6/7/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,3,8921,984,TIL,135,0.01196,1.615,rpauser
1672197,BR167 FUCA LH MACH SHELL,BACKFLSH,"2,469,410","4,543,030",6/7/2023,23:38:29,6/7/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,304,0.00779,2.368,rpauser
1672198,BR167 FUCA RH MACH SHELL,BACKFLSH,"2,469,411","4,543,031",6/7/2023,23:39:22,6/7/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,308,0.00779,2.399,rpauser
1673197,BR167 FUCA LH,BACKFLSH,"2,469,412","4,543,032",6/7/2023,23:40:15,6/7/2023,500,"ASB BUSHINGS,BJ & PACK","3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,414,0.00779,3.225,rpauser
1673197,BR167 FUCA LH,BACKFLSH,"2,469,413","4,543,032",6/7/2023,23:40:15,6/7/2023,499,LABOUR-2nd OPER,"3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,no,3,,984,TIL,414,0.00779,3.225,rpauser
1673198,BR167 FUCA RH,BACKFLSH,"2,469,414","4,543,033",6/7/2023,23:41:08,6/7/2023,500,"ASB BUSHINGS,BJ & PACK","3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,419,0.00779,3.264,rpauser
1673198,BR167 FUCA RH,BACKFLSH,"2,469,415","4,543,033",6/7/2023,23:41:08,6/7/2023,499,LABOUR-2nd OPER,"3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,no,3,,984,TIL,419,0.00779,3.264,rpauser
1652271,BR167 RUTA M/C SHELL,BACKFLSH,"2,469,416","4,543,034",6/7/2023,23:42:00,6/7/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,900,0,0,rpauser
1653271,BR167 RUTA ASSY LH,BACKFLSH,"2,469,417","4,543,035",6/7/2023,23:42:53,6/7/2023,500,ASB BUSHINGS & PACK,"3,654",P3 BUSHING ASB,"7,215",BR167 Mach'g & Assembly,yes,3,8921,984,TIL,904,0.00756,6.834,rpauser
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,469,418","4,543,036",6/7/2023,23:43:46,6/7/2023,"13,500",APPLY LABEL & PACK,"3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,yes,3,8921,984,TIL,277,0.005,1.385,rpauser
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,469,419","4,543,036",6/7/2023,23:43:46,6/7/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,3,,984,TIL,277,0,0,rpauser
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,469,420","4,543,036",6/7/2023,23:43:46,6/7/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,3,,984,TIL,277,0.005,1.385,rpauser
1653298-04,G05 FLTA ASSEMBLY RH,BACKFLSH,"2,469,421","4,543,036",6/7/2023,23:43:46,6/7/2023,"13,499","ASB BUSHING, PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,3,,984,TIL,277,0.005,1.385,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,422","4,543,037",6/7/2023,23:44:39,6/7/2023,"13,500",APPLY LABEL & PACK,"3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,yes,3,8921,984,TIL,"1,096.00",0.005,5.48,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,423","4,543,037",6/7/2023,23:44:39,6/7/2023,"12,520",THERM CAL,"3,646",P3 THERM CALIBRATE OVEN,"7,208",BMW Assembly,no,3,,984,TIL,"1,096.00",0,0,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,424","4,543,037",6/7/2023,23:44:39,6/7/2023,"12,535","TORQ CHK,ASB SEAL,WSHR","3,565","P3 TRQ CHK,SEAL ASB-BMW","7,208",BMW Assembly,no,3,,984,TIL,"1,096.00",0.005,5.48,rpauser
1683200-03,G05 FLCA ASSEMBLY RH,BACKFLSH,"2,469,425","4,543,037",6/7/2023,23:44:39,6/7/2023,"13,499","ASB BUSHINGS,PROT","3,564",P3 BUSHING PRESS - BMW,"7,208",BMW Assembly,no,3,,984,TIL,"1,096.00",0.005,5.48,rpauser
1273099-01,P708 KNUCKLE UBJ ASB,BACKFLSH,"2,469,426","4,544,076",6/7/2023,23:45:32,6/7/2023,535,ASB PROT & PACK,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,yes,3,8921,984,TIL,947,0.00255,2.415,rpauser
1273099-01,P708 KNUCKLE UBJ ASB,BACKFLSH,"2,469,427","4,544,076",6/7/2023,23:45:32,6/7/2023,520,ASB BALLJOINT,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,no,3,,984,TIL,947,0.00255,2.415,rpauser
22397,P708 TBR BJ STUD MACH'D,BACKFLSH,"2,469,428","4,544,151",6/7/2023,23:46:24,6/7/2023,400,MACHINE COMPLETE,"1,637",P3 STUD DOOSAN MACH,"7,329",KA/DR/T1/CD4 Stud Mach,no,3,8921,984,til,"3,222.00",0.00537,17.302,rpauser
23399,"P708 STUD MACH'D, IH",BACKFLSH,"2,469,614","4,543,366",6/8/2023,8:06:41,6/8/2023,405,THREAD,"2,020",P3 IZPE AUTO THREADER,"7,329",KA/DR/T1/CD4 Stud Mach,yes,1,8921,984,TIL,290,0,0,rpauser
1272105,P708 KNUCKLE BJ MACH'D,BACKFLSH,"2,469,600","4,543,016",6/8/2023,7:58:17,6/8/2023,400,"MACH ID, OD SEAL GROOVE","1,639",P3 OKUMA 2SP 150H BJ MCH,"7,218",P708 Shell Machining,yes,1,8921,984,TIL,892,0.0046,4.103,rpauser
1272106,P708 KNUCKLE LBJ MACH'D,BACKFLSH,"2,469,601","4,543,852",6/8/2023,7:59:08,6/8/2023,400,"MACH ID, OD SEAL GROOVE","1,639",P3 OKUMA 2SP 150H BJ MCH,"7,218",P708 Shell Machining,yes,1,8921,984,til,"1,303.00",0.0046,5.994,rpauser
22384,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,469,602","4,543,017",6/8/2023,7:59:58,6/8/2023,410,"IND HRDN,TMPR","1,631",P3 BALL STUD IH & TEMPER,"7,429",BMW Stud Mach/Ind Hrdn,yes,1,8921,984,TIL,"3,355.00",0.00455,15.265,rpauser
22384,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,469,603","4,543,017",6/8/2023,7:59:58,6/8/2023,404,TURN & BURN,"1,629",P3 BALL STUD TURN/BURN,"7,429",BMW Stud Mach/Ind Hrdn,no,1,,984,TIL,"3,355.00",0,0,rpauser
22384,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,469,604","4,543,017",6/8/2023,7:59:58,6/8/2023,405,THREAD,"1,630",P3 BALL STUD THREAD,"7,429",BMW Stud Mach/Ind Hrdn,no,1,,984,TIL,"3,355.00",0,0,rpauser
1653273,G05 FLTA BJ ASB LH,BACKFLSH,"2,469,605","4,543,019",6/8/2023,8:00:49,6/8/2023,510,"ASB BJ, PROT","3,556","P3ASB DIAL-DS,BMW F15(D3","7,208",BMW Assembly,yes,1,8921,984,TIL,287,0.0039,1.119,rpauser
1653274,G05 FLTA BJ ASB RH,BACKFLSH,"2,469,606","4,543,365",6/8/2023,8:01:39,6/8/2023,510,"ASB BJ, PROT","3,556","P3ASB DIAL-DS,BMW F15(D3","7,208",BMW Assembly,yes,1,8921,984,TIL,856,0.0039,3.338,rpauser
23412,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,607","4,543,022",6/8/2023,8:02:29,6/8/2023,404,TURN & BURN,"1,632",P3 ETA TB076 TURN/BURN,"7,329",KA/DR/T1/CD4 Stud Mach,yes,1,8921,984,TIL,767,0,0,rpauser
23412,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,608","4,543,022",6/8/2023,8:02:29,6/8/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,1,,984,TIL,767,0.00546,4.188,rpauser
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,609","4,543,367",6/8/2023,8:03:19,6/8/2023,404,TURN & BURN,"1,632",P3 ETA TB076 TURN/BURN,"7,329",KA/DR/T1/CD4 Stud Mach,yes,1,8921,984,TIL,583,0,0,rpauser
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,610","4,543,367",6/8/2023,8:03:19,6/8/2023,400,ROUGH MACH,"1,636",P3 BALL STUD RGH MACH'G,"7,329",KA/DR/T1/CD4 Stud Mach,no,1,,984,TIL,583,0.00656,3.824,rpauser
23411,"P708 STUD MACH'D, IH",BACKFLSH,"2,469,611","4,544,158",6/8/2023,8:04:09,6/8/2023,410,"IND HRDN,TMPR","1,635",P3 BALL STUD IH&EDDY C,"7,329",KA/DR/T1/CD4 Stud Mach,yes,1,8921,984,til,"1,107.00",0.00314,3.476,rpauser
22397,P708 TBR BJ STUD MACH'D,BACKFLSH,"2,469,612","4,544,151",6/8/2023,8:04:59,6/8/2023,405,THREAD,"2,020",P3 IZPE AUTO THREADER,"7,329",KA/DR/T1/CD4 Stud Mach,yes,1,8921,984,til,961,0,0,rpauser
22413,P708 KNUCKLE STUD MACH'D,BACKFLSH,"2,469,613","4,543,367",6/8/2023,8:05:50,6/8/2023,405,THREAD,"2,020",P3 IZPE AUTO THREADER,"7,329",KA/DR/T1/CD4 Stud Mach,yes,1,8921,984,TIL,721,0,0,rpauser
23411,"P708 STUD MACH'D, IH",BACKFLSH,"2,469,615","4,544,158",6/8/2023,8:07:31,6/8/2023,405,THREAD,"2,020",P3 IZPE AUTO THREADER,"7,329",KA/DR/T1/CD4 Stud Mach,yes,1,8921,984,til,895,0,0,rpauser
1273105-01,P708 KNUCKLE LBJ ASB,BACKFLSH,"2,469,616","4,543,368",6/8/2023,8:08:21,6/8/2023,535,ASB PROT & PACK,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,yes,1,8921,984,TIL,"1,059.00",0.00255,2.7,rpauser
1273105-01,P708 KNUCKLE LBJ ASB,BACKFLSH,"2,469,617","4,543,368",6/8/2023,8:08:21,6/8/2023,520,ASB BALLJOINT,"3,623",P3 ASB DIAL-BALLJTS,"7,220",P708 Ball Joint Assembly,no,1,,984,TIL,"1,059.00",0.00255,2.7,rpauser
22384,"G05 STUD M/C,HRDN,TMPR",BACKFLSH,"2,469,618","4,543,017",6/8/2023,8:09:12,6/8/2023,400,"MACHINE,THREAD,","1,628",P3 BALL STUD RGH MACH'G,"7,429",BMW Stud Mach/Ind Hrdn,yes,1,8921,984,TIL,"2,677.00",0.00883,23.638,rpauser
1682199,G05 FLCA MACH'D LH,BACKFLSH,"2,469,619","4,543,024",6/8/2023,8:10:02,6/8/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,1,8921,984,TIL,390,0.01006,3.923,rpauser
1682199,G05 FLCA MACH'D LH,BACKFLSH,"2,469,620","4,543,024",6/8/2023,8:10:02,6/8/2023,399,MACH'G LBR,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,1,,984,TIL,390,0.00503,1.962,rpauser
1682200,G05 FLCA MACH'D RH,BACKFLSH,"2,469,621","4,543,025",6/8/2023,8:10:53,6/8/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,1,8921,984,TIL,390,0.01006,3.923,rpauser
1682200,G05 FLCA MACH'D RH,BACKFLSH,"2,469,622","4,543,025",6/8/2023,8:10:53,6/8/2023,399,MACH'G LBR,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,1,,984,TIL,390,0.00503,1.962,rpauser
1652273,G05 FLTA MACH'D LH,BACKFLSH,"2,469,623","4,543,026",6/8/2023,8:11:43,6/8/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,1,8921,984,TIL,428,0.00836,3.578,rpauser
1652273,G05 FLTA MACH'D LH,BACKFLSH,"2,469,624","4,543,026",6/8/2023,8:11:43,6/8/2023,399,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,1,,984,TIL,428,0.00418,1.789,rpauser
1652274,G05 FLTA MACH'D RH,BACKFLSH,"2,469,625","4,543,027",6/8/2023,8:12:34,6/8/2023,400,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,yes,1,8921,984,TIL,428,0.00836,3.578,rpauser
1652274,G05 FLTA MACH'D RH,BACKFLSH,"2,469,626","4,543,027",6/8/2023,8:12:34,6/8/2023,399,MACHINE COMPLETE,"1,609",P3 MAKINO A77-BMW STL,"7,202",BMW F15 STL MACH'G,no,1,,984,TIL,428,0.00418,1.789,rpauser
1662013,780B KNCKLE BRKT MACH RH,BACKFLSH,"2,469,627","4,543,028",6/8/2023,8:13:24,6/8/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,1,8921,984,TIL,159,0.01196,1.902,rpauser
1662014,780B KNCKLE BRKT MACH LH,BACKFLSH,"2,469,628","4,543,029",6/8/2023,8:14:15,6/8/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,1,8921,984,TIL,156,0.01196,1.866,rpauser
1662013,780B KNCKLE BRKT MACH RH,BACKFLSH,"2,469,629","4,543,028",6/8/2023,8:15:05,6/8/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,1,8921,984,TIL,156,0.01196,1.866,rpauser
1662014,780B KNCKLE BRKT MACH LH,BACKFLSH,"2,469,630","4,543,029",6/8/2023,8:15:56,6/8/2023,400,MACHINE COMPLETE,"1,627",P3 KIWA HMC,"7,217",Toyota Knuckle Mach Asy,yes,1,8921,984,TIL,153,0.01196,1.83,rpauser
1672197,BR167 FUCA LH MACH SHELL,BACKFLSH,"2,469,631","4,543,030",6/8/2023,8:16:46,6/8/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,1,8921,984,TIL,212,0.00779,1.651,rpauser
1672198,BR167 FUCA RH MACH SHELL,BACKFLSH,"2,469,632","4,543,031",6/8/2023,8:17:37,6/8/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,1,8921,984,TIL,216,0.00779,1.683,rpauser
1673197,BR167 FUCA LH,BACKFLSH,"2,469,633","4,543,032",6/8/2023,8:18:28,6/8/2023,500,"ASB BUSHINGS,BJ & PACK","3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,yes,1,8921,984,TIL,300,0.00779,2.337,rpauser
1673197,BR167 FUCA LH,BACKFLSH,"2,469,634","4,543,032",6/8/2023,8:18:28,6/8/2023,499,LABOUR-2nd OPER,"3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,no,1,,984,TIL,300,0.00779,2.337,rpauser
1673198,BR167 FUCA RH,BACKFLSH,"2,469,635","4,543,033",6/8/2023,8:19:18,6/8/2023,500,"ASB BUSHINGS,BJ & PACK","3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,yes,1,8921,984,TIL,304,0.00779,2.368,rpauser
1673198,BR167 FUCA RH,BACKFLSH,"2,469,636","4,543,033",6/8/2023,8:19:18,6/8/2023,499,LABOUR-2nd OPER,"3,655",P3 BUSHING/BJ ASB,"7,215",BR167 Mach'g & Assembly,no,1,,984,TIL,304,0.00779,2.368,rpauser
1652271,BR167 RUTA M/C SHELL,BACKFLSH,"2,469,637","4,543,034",6/8/2023,8:20:09,6/8/2023,400,MACHINE COMPLETE,"1,624",P3 MAKINO A61,"7,215",BR167 Mach'g & Assembly,yes,1,8921,984,TIL,"1,350.00",0,0,rpauser
